elevation,dist_water,MEANndvi,Sdndvi,MAXndvi,MINndvi
0.281127136230469,1.11508977413178,0.62137092086141,0.083150980470324,0.785281370212533,0.447676148636328
0.282819152832031,0.764264047145844,0.594393027210547,0.079414686271327,0.739332411646323,0.423817032763193
0.28,0,0.234969395614782,0.06339272530606,0.411969913686279,0.097221969110313
0.28,0,0.098353006247213,0.074504120445828,0.363582683661922,-0.035645702301177
0.28,0,-0.149282186333381,0.019898128863474,-0.109022766433459,-0.180279776567415
0.281951446533203,1.03292322158813,0.615871489762833,0.067139307762402,0.757217537674319,0.445451792006494
0.283024719238281,2.70524644851685,0.512403157885345,0.078435905680448,0.661191645443658,0.350191761809822
0.28,0,-0.004894687413726,0.077132740085371,0.269068190624887,-0.120164992396306
0.28,0,0.189994929106603,0.079943670356788,0.416389040982838,0.052360082996974
0.282254608154297,1.89728534221649,0.420344015960425,0.113208702229821,0.636673088043202,0.26076100013663
0.282254608154297,1.89728534221649,0.424073291900037,0.098583642468412,0.612863769607528,0.276239700434131
0.280626739501953,1.99634790420532,0.540498696929872,0.106001834472992,0.748439825982368,0.292105968436038
0.282015869140625,0.634009480476379,0.435245930122109,0.100887089782793,0.644627358220116,0.243036821687688
0.28,0,0.116965268919187,0.075105464650691,0.323374203086776,-0.021019343452202
0.282995544433594,0.183734223246574,0.369123385805577,0.093638540607936,0.564618524820925,0.205902231674608
0.282357055664062,1.8058762550354,0.461351260202651,0.1118015861399,0.715784362738517,0.323791030338289
0.282357055664062,1.8058762550354,0.428905996006394,0.110867210381858,0.714861827901486,0.298079744429514
0.282656646728516,5.82495403289795,0.621448999402969,0.097124084362005,0.773520733102886,0.442910589828079
0.284586212158203,5.59327697753906,0.594258734578593,0.11712668587032,0.768514320496502,0.383773079102852
0.286,4.82725524902344,0.446271223747868,0.110677683870973,0.666315484528741,0.269665400417706
0.283,3.41247725486755,0.47858971424197,0.123140157681012,0.701857891260844,0.277300555058262
0.286678192138672,4.69045686721802,0.358450006958992,0.10038346337116,0.620817450111612,0.249224200780623
0.286678192138672,4.69045686721802,0.310626249446434,0.094509148810716,0.612225383642089,0.220293687879646
0.286678192138672,4.69045686721802,0.273618527235496,0.102310666294431,0.652471808316235,0.186608291202347
0.287905639648437,0.849556148052216,0.259572785578436,0.102697274142166,0.663707562645338,0.17368052502622
0.287905639648437,0.849556148052216,0.620355237291804,0.147125723652262,0.852217073569607,0.343413945485164
0.287905639648437,0.849556148052216,0.515846074728691,0.145241515963264,0.769338973742124,0.309551528408472
0.287256195068359,4.68833827972412,0.328735040027568,0.118609563110808,0.647177906595263,0.214752350961179
0.285869171142578,8.85984611511231,0.30931284841479,0.126189111128136,0.661497111955535,0.190865912701025
0.288259033203125,11.8159942626953,0.280385207099117,0.113242157322309,0.623764197351462,0.17707383522491
0.289353881835937,8.17534637451172,0.288823555065594,0.122984737926505,0.662396681266511,0.18032379834133
0.288688049316406,0.842494308948517,0.311342727931641,0.10929952428493,0.620855288270332,0.209497377785161
0.288688049316406,0.842494308948517,0.251388140179017,0.096214690443944,0.571793082105524,0.168202656268363
0.288688049316406,0.842494308948517,0.275644000917351,0.133087800746955,0.687001327755614,0.16830294675622
0.284,8.01097869873047,0.487377669500019,0.151308213372792,0.794523901285156,0.287254090898461
0.284,8.01097869873047,0.493257055299186,0.160345277559316,0.799209135179711,0.278909165662844
0.286949493408203,3.10622763633728,0.288718204193474,0.114041574994497,0.602064562263146,0.175629235454727
0.290305114746094,0.941126048564911,0.260607134876719,0.10094583969597,0.548467746519391,0.165785386523059
0.287637390136719,5.51856231689453,0.249333887294324,0.093897961972109,0.534707935100365,0.162058735768596
0.289519927978516,10.8208074569702,0.232572815899045,0.084145563044655,0.50227747486353,0.152309910779402
0.288015106201172,5.11501455307007,0.242423564126223,0.094813177193027,0.506439326831842,0.15780133347266
0.289281555175781,4.09042310714722,0.270468547643198,0.109764762258824,0.582604095980402,0.174305522157257
0.289281555175781,4.09042310714722,0.281497467215451,0.132510010063119,0.617246147628962,0.168666572881677
0.2898623046875,12.5927858352661,0.309296142490049,0.134903768774029,0.670485294833499,0.18350401559419
0.287022003173828,12.6348400115967,0.271925252874101,0.119555636123622,0.599510229914263,0.16193883097306
