ID,Country,Country_ID,ISO2,ISO3,ADMIN1_NAME,ADMIN1_CODE,ADMIN2_NAME,ADMIN2_CODE,IU_NAME,IU_ID,LocationName,Longitude,Latitude,Georeliability,LocationType,SurveyYear,Period,Method_0,Method_1,Method_2,Examined,Positive,Prevalence,Source,Funding,Composite_IU_ID,elevation,dist_water,MEANndvi,Sdndvi,MAXndvi,MINndvi
484,Cameroon,7,CM,CMR,CENTRE,819,MBANKOMO,7444,MBANKOMO,7444,Nkolmewouth,11.22825,3.81373,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,32,0.4,APOC,APOC,ACMR0081907444,0.729,18.5179996490479,0.762424000522247,0.0787681114528,0.914632964137439,0.488110410122962
617,Cameroon,7,CM,CMR,EST,820,BERTOUA,7461,BERTOUA,7461,MANDJOU,13.45,4.58333333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,83,49,0.590361446,APOC,APOC,ACMR0082007461,0.683,25.8020000457764,0.765787914291268,0.075814926517582,0.887900276159114,0.529284183039586
389,Cameroon,7,CM,CMR,ADAMAOUA,818,MEIGANGA,7423,MEIGANGA,7423,DJAORO-FIO,14.39009,6.22156,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807423,0.913,3.14800000190735,0.66074906657528,0.130438481791112,0.822621056226446,0.406016179634974
1103,Cameroon,7,CM,CMR,SUD,826,SANGMELIMA,7589,SANGMELIMA,7589,Minkwaemioveng,11.85793333,2.94448333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,90,38,0.422222222,APOC,APOC,ACMR0082607589,0.693,13.8970003128052,0.762242728646594,0.068971013344722,0.875203370427978,0.533339794078356
425,Cameroon,7,CM,CMR,ADAMAOUA,818,TIGNERE,7428,TIGNERE,7428,LIBONG,13.00172,7.38943,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807428,0.949,1.91999995708466,0.553843017575304,0.140641099268641,0.768749577197097,0.327049500350985
1020,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Koum Yetôtan,12.14171667,3.20696667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,63,0.7875,APOC,APOC,ACMR0082607586,0.68,16.5279998779297,0.753984472376866,0.080030772737825,0.876047832153765,0.516993972038542
851,Cameroon,7,CM,CMR,NORD OUEST,824,NJIKWA,7554,NJIKWA,7554,Mukuru,9.95,6.33333333,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,89,33,0.370786517,APOC,APOC,ACMR0082407554,0.56,2.09699988365173,0.712689559000598,0.119068371563017,0.850975802671358,0.462278722697708
1113,Cameroon,7,CM,CMR,SUD,826,ZOETELE,7590,ZOETELE,7590,Mvoutessi II/I,11.79155,3.2577,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,92,43,0.467391304,APOC,APOC,ACMR0082607590,0.675,30.1800003051758,0.761343409664016,0.076010629670025,0.871374974126511,0.528893680278341
338,Cameroon,7,CM,CMR,ADAMAOUA,818,BANKIM,7420,BANKIM,7420,MAYO DARLE,11.55513,6.49755,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,22,0.275,APOC,APOC,ACMR0081807420,1.13,4.18599987030029,0.628880222187264,0.112211845642769,0.78604025218485,0.428979063316281
339,Cameroon,7,CM,CMR,ADAMAOUA,818,BANKIM,7420,BANKIM,7420,RIBAO,11.45175,6.51546,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,9,0.1125,APOC,APOC,ACMR0081807420,1.233,9.64299964904785,0.64192463767331,0.144315656747475,0.823711591530236,0.398423321310407
753,Cameroon,7,CM,CMR,LITTORAL,822,NJOMBE PENJA,7521,NJOMBE PENJA,7521,Mombo,9.73555556,4.63944444,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,97,20,0.206185567,APOC,APOC,ACMR0082207521,0.144,4.82200002670288,0.731170704172673,0.087644287722318,0.861241319758989,0.452536149827156
645,Cameroon,7,CM,CMR,EST,820,GAROUA BOULAI,7464,GAROUA BOULAI,7464,BANGBEL,14.13305556,5.67166667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,83,24,0.289156627,APOC,APOC,ACMR0082007464,0.714,2.50799989700317,0.695763864869295,0.114055658910821,0.844769539135081,0.449552395862073
741,Cameroon,7,CM,CMR,LITTORAL,822,MELONG,7517,MELONG,7517,Ngalmoa,10.02305556,5.11055556,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,79,19,0.240506329,APOC,APOC,ACMR0082207517,0.72,2.48900008201599,0.724573490233421,0.096130050261435,0.855664478919487,0.509183515177659
431,Cameroon,7,CM,CMR,ADAMAOUA,818,TIGNERE,7428,TIGNERE,7428,DOUALAYEL,12.65915,7.00954,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807428,1.085,13.46399974823,0.580025944284393,0.128586124298607,0.770569806010854,0.379290344383821
665,Cameroon,7,CM,CMR,EST,820,MESSAMENA,7468,MESSAMENA,7468,Ebodoumou,12.48651667,3.60623333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,29,10,0.344827586,APOC,APOC,ACMR0082007468,0.682,29.1560001373291,0.767257559641527,0.069261130185336,0.884607760995793,0.568976668227358
651,Cameroon,7,CM,CMR,EST,820,GAROUA BOULAI,7464,GAROUA BOULAI,7464,MOMBAL,14.3666667,5.6166667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,23,0.2875,APOC,APOC,ACMR0082007464,0.924,29.0550003051758,0.653682825483016,0.122337337713855,0.811617949274068,0.37955307399902
1011,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Melan,12.33441667,3.41918333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,67,28,0.417910448,APOC,APOC,ACMR0082607586,0.654,20.69700050354,0.764435448388,0.06900038036377,0.879600041503329,0.591534963835972
411,Cameroon,7,CM,CMR,ADAMAOUA,818,NGAOUNDERE RURAL,7425,NGAOUNDERE RURAL,7425,VACK,13.95459,7.5272,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,7,0.0875,APOC,APOC,ACMR0081807425,0.904,18.9820003509521,0.54324722227031,0.163866237761631,0.759139409876988,0.296791926168497
704,Cameroon,7,CM,CMR,EST,820,YOKADOUMA,7472,YOKADOUMA,7472,BANGUE,15.1258,3.01059,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,46,0.575,APOC,APOC,ACMR0082007472,0.45,3.97900009155273,0.783478198325309,0.057259178993748,0.876135188423069,0.57494645460468
869,Cameroon,7,CM,CMR,NORD OUEST,824,NWA,7556,NWA,7556,Mfe III,11.06666667,6.5,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,85,30,0.352941176,APOC,APOC,ACMR0082407556,1.446,24.9060001373291,0.63691217990273,0.165463870018288,0.819057662159932,0.329859725715319
501,Cameroon,7,CM,CMR,CENTRE,819,"NANGA EBOKO",7447,"NANGA EBOKO",7447,Bissoussouk/Berkong /Ntong/Mfomaleng/Nkom-bany/Yebekanga/Mbome-ndjeck/Nd,12.60277778,4.65944444,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,107,51,0.476635514,APOC,APOC,ACMR0081907447,0.709,19.6450004577637,0.77046962558831,0.071762640966007,0.88940286451827,0.535825988311964
1094,Cameroon,7,CM,CMR,SUD,826,SANGMELIMA,7589,SANGMELIMA,7589,Kondémeyos,11.96148333,2.98806667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,116,39,0.336206897,APOC,APOC,ACMR0082607589,0.668,5.47499990463257,0.760331375236013,0.071892873940788,0.883822684396852,0.522178482222185
738,Cameroon,7,CM,CMR,LITTORAL,822,MELONG,7517,MELONG,7517,Nsoung,10,5.03611111,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,51,10,0.196078431,APOC,APOC,ACMR0082207517,0.727,5.53599977493286,0.740442980242078,0.087214431882885,0.853624943733863,0.522757855642053
838,Cameroon,7,CM,CMR,NORD OUEST,824,NDOP,7552,NDOP,7552,Bambalang,10.54555556,6.03583333,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,112,16,0.142857143,APOC,APOC,ACMR0082407552,1.334,13.7819995880127,0.575729529670115,0.144403513270771,0.758041649167304,0.33291211386536
1014,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Meyos/Eton,12.15033333,3.15715,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,73,46,0.630136986,APOC,APOC,ACMR0082607586,0.682,13.6450004577637,0.755863423544414,0.076735392757734,0.895464513576138,0.55209882365754
603,Cameroon,7,CM,CMR,EST,820,BATOURI,7460,BATOURI,7460,KONAKE,13.48333333,4.06666667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,67,0.8375,APOC,APOC,ACMR0082007460,0.725,55.5950012207031,0.755591879697082,0.070155762513384,0.876826458256678,0.544767452023759
436,Cameroon,7,CM,CMR,CENTRE,819,AKONOLINGA,7429,AKONOLINGA,7429,Ngonanga,12.20683,3.63261,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,59,0.7375,APOC,APOC,ACMR0081907429,0.703,13.7629995346069,0.758690593552975,0.070114449299282,0.871669721061556,0.572121184684716
1056,Cameroon,7,CM,CMR,SUD,826,OLAMZE,7588,OLAMZE,7588,Olang,11.14005,2.19608333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,55,0.6875,APOC,APOC,ACMR0082607588,0.584,8.6269998550415,0.773985006916751,0.064219756246776,0.88979167686922,0.543588918211827
344,Cameroon,7,CM,CMR,ADAMAOUA,818,BANKIM,7420,BANKIM,7420,SONGKOLONG,11.31862,6.40925,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,14,0.175,APOC,APOC,ACMR0081807420,0.804,13.4490003585815,0.669959775298718,0.142180047479655,0.841992004831218,0.400491970082113
959,Cameroon,7,CM,CMR,SUD,826,DJOUM,7582,DJOUM,7582,Ngbwassa,12.6747,2.49253333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,78,42,0.538461538,APOC,APOC,ACMR0082607582,0.633,3.77500009536743,0.765295094640998,0.068064793706709,0.887614648651219,0.517153070584322
421,Cameroon,7,CM,CMR,ADAMAOUA,818,TIBATI,7427,TIBATI,7427,ALLAT-MENGACK,12.47918,6.50943,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807427,0.889,5.7480001449585,0.634100255177894,0.129132655634019,0.810278442507946,0.400834104511894
980,Cameroon,7,CM,CMR,SUD,826,EBOLOWA,7583,EBOLOWA,7583,Mendjimi,11.32031667,2.49103333,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,56,0.7,APOC,APOC,ACMR0082607583,0.594,20.5149993896484,0.756445242549147,0.076469026964229,0.898988130319695,0.530544949419411
493,Cameroon,7,CM,CMR,CENTRE,819,"NANGA EBOKO",7447,"NANGA EBOKO",7447,Etog Nang /Evoundi/Bondjon 1/Mbongsol/Mvog-betsi,12.45833333,4.6525,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,124,56,0.451612903,APOC,APOC,ACMR0081907447,0.648,8.38199996948242,0.752575753450101,0.080085892951986,0.883898440672835,0.490134325567502
664,Cameroon,7,CM,CMR,EST,820,MESSAMENA,7468,MESSAMENA,7468,Olembe,12.45435,3.57395,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,88,42,0.477272727,APOC,APOC,ACMR0082007468,0.678,31.4009990692139,0.752243891162758,0.073264706845756,0.901168301356849,0.526403823202621
557,Cameroon,7,CM,CMR,CENTRE,819,NGOUMOU,7450,NGOUMOU,7450,Nkong-Zock I,11.30157,3.578,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,72,0.9,APOC,APOC,ACMR0081907450,0.695,14.4670000076294,0.745062536794244,0.078103680621447,0.892185381487886,0.510070839439743
686,Cameroon,7,CM,CMR,EST,820,NDELELE,7470,NDELELE,7470,LILA,14.47388,4.14808,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,54,0.675,APOC,APOC,ACMR0082007470,0.624,1.57799994945526,0.774914488864977,0.066573545573856,0.880498973707885,0.597930703268334
1134,Cameroon,7,CM,CMR,SUD OUEST,827,FONTEM,7597,FONTEM,7597,DENKOP,10.00638,5.49096,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,9,0.1125,APOC,APOC,ACMR0082707597,1.469,8.83699989318848,0.641964473166864,0.116276440770762,0.798902031043864,0.413263722338084
875,Cameroon,7,CM,CMR,NORD OUEST,824,OKU,7557,OKU,7557,Bafunge,10.47138889,6.21138889,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,118,7,0.059322034,APOC,APOC,ACMR0082407557,1.946,1.76699995994568,0.672453562551267,0.094543318187921,0.810072843465516,0.466270977697646
1000,Cameroon,7,CM,CMR,SUD,826,KRIBI,7584,KRIBI,7584,BONGAHELE,9.88527,2.844433,1,Village,2009,2006 - 2010,Mapping,RAPLOA,Questionnaire,56,21,0.375,APOC,APOC,ACMR0082607584,0.016,0.370999991893768,0.707976803175872,0.094042977351737,0.911375107311843,0.434551123143863
628,Cameroon,7,CM,CMR,EST,820,BETARE OYA,7462,BETARE OYA,7462,OUDOULAI,14.22583333,5.485,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,33,18,0.545454545,APOC,APOC,ACMR0082007462,0.889,22.0540008544922,0.627211592821416,0.136037569084159,0.812027409120142,0.35299647946922
417,Cameroon,7,CM,CMR,ADAMAOUA,818,NGAOUNDERE URBAIN,7426,NGAOUNDERE URBAIN,7426,TOURNINGAL,14.00283,7.24589,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,3,0.0375,APOC,APOC,ACMR0081807426,1.325,10.2489995956421,0.563392756508929,0.131455350640385,0.751411882623601,0.375855040824752
1090,Cameroon,7,CM,CMR,SUD,826,SANGMELIMA,7589,SANGMELIMA,7589,Bikobo/Ndjom Essaman,11.6628,3.01981667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,83,44,0.530120482,APOC,APOC,ACMR0082607589,0.724,36.6520004272461,0.767452758770801,0.072896821474468,0.89059581067384,0.568437032010374
857,Cameroon,7,CM,CMR,NORD OUEST,824,NJIKWA,7554,NJIKWA,7554,Okomanjang,9.91666667,6.28333333,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,98,15,0.153061224,APOC,APOC,ACMR0082407554,0.566,8.76000022888184,0.712518965460892,0.122174081661098,0.855531958366273,0.438750981739841
1130,Cameroon,7,CM,CMR,SUD OUEST,827,BANGEM,7593,BANGEM,7593,Muakwe,9.77401,5.10887,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,4,0.05,APOC,APOC,ACMR0082707593,1.178,9.82199954986572,0.757548610060175,0.071899497254731,0.890049198223214,0.559698128443003
506,Cameroon,7,CM,CMR,CENTRE,819,"NANGA EBOKO",7447,"NANGA EBOKO",7447,Meba,13.00277778,4.83361111,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,91,46,0.505494505,APOC,APOC,ACMR0081907447,0.643,12.7309999465942,0.73706235294942,0.076571886243283,0.882841812013239,0.51028594306072
987,Cameroon,7,CM,CMR,SUD,826,EBOLOWA,7583,EBOLOWA,7583,FOULASSI/ADJAP BIYEM,11.11949,3.00769,1,Village,2009,2006 - 2010,Mapping,RAPLOA,Questionnaire,75,39,0.52,APOC,APOC,ACMR0082607583,0.696,10.0799999237061,0.762112036570933,0.066497628018303,0.885736361445265,0.556315389616703
709,Cameroon,7,CM,CMR,EST,820,YOKADOUMA,7472,YOKADOUMA,7472,NGOUNDI II,15.08685,3.86116,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,59,0.7375,APOC,APOC,ACMR0082007472,0.631,21.2169990539551,0.786132032256704,0.063631206691335,0.88395264970882,0.614165126041742
759,Cameroon,7,CM,CMR,LITTORAL,822,NKONDJOCK,7522,NKONDJOCK,7522,Nlonako,10.10555556,5.00416667,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,47,13,0.276595745,APOC,APOC,ACMR0082207522,0.414,5.10599994659424,0.748762860980958,0.073464005990759,0.883258518098672,0.523682748686868
1012,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Ewôlômbama/Teng II,12.2355,3.29766667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,47,23,0.489361702,APOC,APOC,ACMR0082607586,0.643,18.8470001220703,0.762587248052486,0.072357728007417,0.882741717442702,0.554590152948314
1007,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Nkoumadjap III,12.12621667,3.35156667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,37,0.4625,APOC,APOC,ACMR0082607586,0.662,29.2660007476807,0.753430361434857,0.072961229033208,0.871005008401283,0.546113387598745
696,Cameroon,7,CM,CMR,EST,820,NGUELEMENDOUKA,7471,NGUELEMENDOUKA,7471,ANGOSSAS,12.98333333,4.06666667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,58,0.725,APOC,APOC,ACMR0082007471,0.688,47.1920013427734,0.744560861390158,0.070218223864403,0.870465928978054,0.561286880904222
432,Cameroon,7,CM,CMR,ADAMAOUA,818,TIGNERE,7428,TIGNERE,7428,GADJIWAN,12.38903,7.64966,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807428,0.538,6.0789999961853,0.551049598232896,0.176423738959585,0.785985571639127,0.289120923834095
464,Cameroon,7,CM,CMR,CENTRE,819,MBANDJOCK,7443,MBANDJOCK,7443,Ndokoa,11.733333,4.372222,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,90,27,0.3,APOC,APOC,ACMR0081907443,0.535,1.87800002098084,0.658851890569473,0.104174171427412,0.874199943947956,0.427799098320592
940,Cameroon,7,CM,CMR,SUD,826,AMBAM,7581,AMBAM,7581,Nkpaevole,10.98683333,2.5443,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,76,52,0.684210526,APOC,APOC,ACMR0082607581,0.559,29.5860004425049,0.770205580540926,0.069751666473313,0.906351001004439,0.535369974435796
508,Cameroon,7,CM,CMR,CENTRE,819,"NANGA EBOKO",7447,"NANGA EBOKO",7447,Nguen,13.033333,4.616667,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,87,41,0.471264368,APOC,APOC,ACMR0081907447,0.723,34.1440010070801,0.711608497746222,0.10453076139673,0.86442779178056794,0.449784605514525
1078,Cameroon,7,CM,CMR,SUD,826,SANGMELIMA,7589,SANGMELIMA,7589,Nnmeyong/Olounou,12.13911667,2.81406667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,59,28,0.474576271,APOC,APOC,ACMR0082607589,0.689,22.4440002441406,0.771443311810189,0.066577725956618,0.93309840049651,0.582954751038804
529,Cameroon,7,CM,CMR,CENTRE,819,"NANGA EBOKO",7447,"NANGA EBOKO",7447,Ekpwakoula/Nguinda II /Mekono/Walla I/Medegue ..,12.37333333,4.56611111,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,88,49,0.556818182,APOC,APOC,ACMR0081907447,0.631,16.4090003967285,0.750749332480505,0.08172751737718,0.906995993124125,0.498294888823117
780,Cameroon,7,CM,CMR,NORD,823,REY BOUBA,7539,REY BOUBA,7539,DOBIMGA,13.97786,9.00138,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0082307539,0.242,4.00600004196167,0.456312854313852,0.18583620687661,0.72471240896975,0.214138578257841
343,Cameroon,7,CM,CMR,ADAMAOUA,818,BANKIM,7420,BANKIM,7420,NDJOUMDJANDI,11.52614,6.28134,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,33,0.4125,APOC,APOC,ACMR0081807420,0.738,4.15399980545044,0.63654823835725,0.155269287525476,0.839175890968983,0.370936749579843
353,Cameroon,7,CM,CMR,ADAMAOUA,818,BANKIM,7420,BANKIM,7420,null,11.51666667,6.28333333,1,Village,2000,Before 2001,Mapping,RAPLOA,Questionnaire,54,28,0.518518519,APOC,APOC,ACMR0081807420,0.731,3.15700006484985,0.63654823835725,0.155269287525476,0.839175890968983,0.370936749579843
364,Cameroon,7,CM,CMR,ADAMAOUA,818,BANYO,7421,BANYO,7421,TARAM YABAM,11.70833,6.73934,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807421,1.235,29.32200050354,0.548652025586877,0.159417645520271,0.764284727396844,0.306189080518782
561,Cameroon,7,CM,CMR,CENTRE,819,NTUI,7453,NTUI,7453,Talba,11.47247,4.59401,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,48,0.6,APOC,APOC,ACMR0081907453,0.483,6.41800022125244,0.719828064483609,0.084049365227971,0.881267841403881,0.518564049422059
621,Cameroon,7,CM,CMR,EST,820,BERTOUA,7461,BERTOUA,7461,KOUNDI,13.60833333,4.74166667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,70,37,0.528571429,APOC,APOC,ACMR0082007461,0.684,19.7889995574951,0.772143732991108,0.068962660996459,0.876857678333057,0.534692021948382
1141,Cameroon,7,CM,CMR,SUD OUEST,827,KUMBA,7599,KUMBA,7599,Kobe,9.48391,4.72512,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,6,0.075,APOC,APOC,ACMR0082707599,0.272,9.17000007629395,0.748744938663515,0.076612448116355,0.878722138223189,0.509622885655723
923,Cameroon,7,CM,CMR,SUD,826,AMBAM,7581,AMBAM,7581,Akoulouzok,11.27863333,2.38655,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,59,0.7375,APOC,APOC,ACMR0082607581,0.605,9.51000022888184,0.761882753115289,0.070691127656686,0.902519287925374,0.57649976990124
365,Cameroon,7,CM,CMR,ADAMAOUA,818,BANYO,7421,BANYO,7421,TARAM SIRI,11.8526,6.6028,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,0,0,APOC,APOC,ACMR0081807421,1.111,19.6089992523193,0.605143288589918,0.136268253553153,0.818718904910731,0.377049274667312
732,Cameroon,7,CM,CMR,LITTORAL,822,MANJO,7513,MANJO,7513,Ekangte,9.92268,4.99127,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,4,0.05,APOC,APOC,ACMR0082207513,1.117,11.1669998168945,0.718234830174793,0.081846272348732,0.843205994499893,0.503549663211422
954,Cameroon,7,CM,CMR,SUD,826,DJOUM,7582,DJOUM,7582,Mebang/Nkoabas,12.05528333,2.29871667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,89,41,0.460674157,APOC,APOC,ACMR0082607582,0.613,19.7140007019043,0.753330964031205,0.079393679397381,0.895635788388476,0.535718031691522
873,Cameroon,7,CM,CMR,NORD OUEST,824,OKU,7557,OKU,7557,Ndop (Bamali),10.43888889,6.1675,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,101,16,0.158415842,APOC,APOC,ACMR0082407557,2.3,2.49600005149841,0.696318410646358,0.083112576510557,0.810922250029155,0.483928772767195
895,Cameroon,7,CM,CMR,OUEST,825,BANDJA,7564,BANDJA,7564,Melong II,10.20388889,5.3,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,80,22,0.275,APOC,APOC,ACMR0082507564,1.155,21.5349998474121,0.668902693855583,0.113730496282019,0.817868033604242,0.450445762163892
1158,Cameroon,7,CM,CMR,SUD OUEST,827,TOMBEL,7607,TOMBEL,7607,Loum Chantier,9.71916667,4.93833333,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,72,16,0.222222222,APOC,APOC,ACMR0082707607,0.909,16.1979999542236,0.749426038353565,0.062907844869168,0.902153877839061,0.578739378679608
1033,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Ngobissong,12.45408333,3.46805,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,64,51,0.796875,APOC,APOC,ACMR0082607586,0.672,24.1410007476807,0.760872940614697,0.069612279806635,0.889680614549435,0.569674077796406
1097,Cameroon,7,CM,CMR,SUD,826,SANGMELIMA,7589,SANGMELIMA,7589,Evindissi I,11.96971667,3.04435,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,84,46,0.547619048,APOC,APOC,ACMR0082607589,0.662,11.2299995422363,0.755078800209275,0.07759775681197,0.865122489265785,0.536605101401184
590,Cameroon,7,CM,CMR,EST,820,ABONG MBANG,7459,ABONG MBANG,7459,ECHIAMBOR,13.84,3.36527778,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,82,54,0.658536585,APOC,APOC,ACMR0082007459,0.722,46.257999420166,0.756218803838463,0.063949253708591,0.881199602956847,0.55807119188233
904,Cameroon,7,CM,CMR,OUEST,825,FOUMBAN,7570,FOUMBAN,7570,NGOUENFON,10.66475,5.83824,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,16,0.2,APOC,APOC,ACMR0082507570,1.163,0.499000012874603,0.599207174095997,0.147282156740705,0.779930446255016,0.334847884676738
855,Cameroon,7,CM,CMR,NORD OUEST,824,NJIKWA,7554,NJIKWA,7554,Benade,9.85,6.45,1,Village,2003,2001 - 2005,Mapping,RAPLOA,Questionnaire,159,72,0.452830189,APOC,APOC,ACMR0082407554,0.594,2.07500004768372,0.683657084902247,0.146404963997611,0.862347040147406,0.380317752834907
656,Cameroon,7,CM,CMR,EST,820,KETTE,7465,KETTE,7465,GBITI,14.71423,4.69949,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,62,0.775,APOC,APOC,ACMR0082007465,0.667,28.2980003356934,0.62903771920901,0.144500813513912,0.804428166281728,0.34350180055533
382,Cameroon,7,CM,CMR,ADAMAOUA,818,MEIGANGA,7423,MEIGANGA,7423,MEIDOUGOU,14.22037,6.42359,1,Village,2010,2006 - 2010,Mapping,RAPLOA,Questionnaire,80,29,0.3625,APOC,APOC,ACMR0081807423,1.053,30.2819995880127,0.63921595773748,0.120283601331664,0.823634527729222,0.418683851269973
1039,Cameroon,7,CM,CMR,SUD,826,MEYOMESSALA,7586,MEYOMESSALA,7586,Zouameyong,12.25,3.3166667,1,Village,2004,2001 - 2005,Mapping,RAPLOA,Questionnaire,85,52,0.611764706,APOC,APOC,ACMR0082607586,0.651,20.1340007781982,0.762587248052486,0.072357728007417,0.882741717442702,0.554590152948314
722,Cameroon,7,CM,CMR,LITTORAL,822,BONASSAMA,7505,BONASSAMA,7505,Makemba Souza,9.6833333,4.2333333,1,Village,2005,2001 - 2005,Mapping,RAPLOA,Questionnaire,81,31,0.382716049,APOC,APOC,ACMR0082207505,0.055,3.4449999332428,0.746176965646266,0.089414294417943,0.886186695101095,0.506368930565089
